"table_schema","table_name","column_name","data_type","character_maximum_length","is_nullable","column_default"
lending,disbursal_intermediate1,disbursal_date,date,,YES,
lending,disbursal_intermediate1,settlement_transaction_amount,numeric,,YES,
lending,disbursal_intermediate1,settlement_dpwfs_miscellaneous_fees_commission,numeric,,YES,
lending,disbursal_intermediate1,settlement_dpwfs_finance_commission,numeric,,YES,
lending,disbursal_intermediate1,settlement_date,timestamp with time zone,,YES,
lending,disbursal_intermediate1,disbursed_amount,numeric,,YES,
lending,disbursal_intermediate1,invoice_amount,numeric,,YES,
lending,disbursal_intermediate1,requested_amount,numeric,,YES,
lending,disbursal_intermediate1,credit_disbursal_application_id,integer,,YES,
lending,disbursal_intermediate1,credit_limit_id,integer,,YES,
lending,disbursal_intermediate1,state,text,,YES,
lending,disbursal_intermediate1,modified_date,date,,YES,
lending,disbursal_intermediate1,disbursal_application_date,date,,YES,
lending,disbursal_intermediate1,logistics_finance_type,text,,YES,
lending,disbursal_intermediate1,finance_product_type,text,,YES,
lending,disbursal_intermediate1,counter_party_id,integer,,YES,
lending,disbursal_intermediate1,dpw_processing_fee,numeric,,YES,
lending,disbursal_intermediate1,processing_fee,numeric,,YES,
lending,disbursal_intermediate1,sanction_amt_percentage,numeric,,YES,
lending,disbursal_intermediate1,requested_finance_tenure,integer,,YES,
lending,disbursal_intermediate1,approved_finance_tenure,integer,,YES,
lending,disbursal_intermediate1,requested_sanction_amt_percentage,numeric,,YES,
lending,disbursal_intermediate1,requested_discount_fee_amt,numeric,,YES,
lending,disbursal_intermediate1,approved_discount_fee_amt,numeric,,YES,
lending,disbursal_intermediate1,requested_processing_fee_amt,numeric,,YES,
lending,disbursal_intermediate1,approved_processing_fee_amt,numeric,,YES,
lending,disbursal_intermediate1,processing_fee_type,USER-DEFINED,,YES,
lending,disbursal_intermediate1,finance_commission_amt,numeric,,YES,
lending,disbursal_intermediate1,tranaction_fee_amt_usd,numeric,,YES,
lending,disbursal_intermediate1,misc_fees_commission_amt,numeric,,YES,
lending,disbursal_intermediate1,discount_rate_type,text,,YES,
lending,disbursal_intermediate1,per_month_discount_rate,numeric,,YES,
lending,disbursal_intermediate1,disbursal_change_finance_commission_amount,numeric,,YES,
lending,disbursal_intermediate1,actual_finance_tenure,integer,,YES,
lending,disbursal_intermediate1,actual_discount_fee_amt,numeric,,YES,
lending,disbursal_intermediate1,actual_processing_fee_amt,numeric,,YES,
lending,disbursal_intermediate1,actual_overdue_fee,numeric,,YES,
lending,disbursal_intermediate1,amount_settled_till_now,numeric,,YES,
lending,disbursal_intermediate1,principal_settled_till_now,numeric,,YES,
lending,disbursal_intermediate1,interest_settled_till_now,numeric,,YES,
lending,disbursal_intermediate1,overdue_settled_till_now,numeric,,YES,
lending,disbursal_intermediate1,transaction_fee_settled_till_now,numeric,,YES,
lending,disbursal_intermediate1,short_balance_settled_till_now,numeric,,YES,
lending,disbursal_intermediate1,extra_balance_used_till_now,numeric,,YES,
lending,disbursal_intermediate1,approval_date,timestamp with time zone,,YES,
lending,disbursal_intermediate1,settlement_date_from_log,timestamp with time zone,,YES,
lending,disbursal_intermediate1,updated_approved_due_date,timestamp with time zone,,YES,
lending,disbursal_intermediate1,disbursement_currency,text,,YES,
lending,disbursal_intermediate2,transaction_id,integer,,YES,
lending,disbursal_intermediate2,transaction_currency,text,,YES,
lending,disbursal_intermediate2,other_charges_type,text,,YES,
lending,disbursal_intermediate2,other_charges_amount,integer,,YES,
lending,disbursal_intermediate2,dpwfs_miscellaneous_fees_commission,numeric,,YES,
lending,disbursal_intermediate2,dpwfs_finance_commission,numeric,,YES,
lending,disbursal_intermediate2,disbursal_date,date,,YES,
lending,disbursal_intermediate2,settlement_transaction_amount,numeric,,YES,
lending,disbursal_intermediate2,settlement_dpwfs_miscellaneous_fees_commission,numeric,,YES,
lending,disbursal_intermediate2,settlement_dpwfs_finance_commission,numeric,,YES,
lending,disbursal_intermediate2,settlement_date,timestamp with time zone,,YES,
lending,disbursal_intermediate2,disbursed_amount,numeric,,YES,
lending,disbursal_intermediate2,invoice_amount,numeric,,YES,
lending,disbursal_intermediate2,requested_amount,numeric,,YES,
lending,disbursal_intermediate2,credit_disbursal_application_id,integer,,YES,
lending,disbursal_intermediate2,credit_limit_id,integer,,YES,
lending,disbursal_intermediate2,state,text,,YES,
lending,disbursal_intermediate2,modified_date,date,,YES,
lending,disbursal_intermediate2,disbursal_application_date,date,,YES,
lending,disbursal_intermediate2,logistics_finance_type,text,,YES,
lending,disbursal_intermediate2,finance_product_type,text,,YES,
lending,disbursal_intermediate2,counter_party_id,integer,,YES,
lending,disbursal_intermediate2,dpw_processing_fee,numeric,,YES,
lending,disbursal_intermediate2,processing_fee,numeric,,YES,
lending,disbursal_intermediate2,sanction_amt_percentage,numeric,,YES,
lending,disbursal_intermediate2,requested_finance_tenure,integer,,YES,
lending,disbursal_intermediate2,approved_finance_tenure,integer,,YES,
lending,disbursal_intermediate2,requested_sanction_amt_percentage,numeric,,YES,
lending,disbursal_intermediate2,requested_discount_fee_amt,numeric,,YES,
lending,disbursal_intermediate2,approved_discount_fee_amt,numeric,,YES,
lending,disbursal_intermediate2,requested_processing_fee_amt,numeric,,YES,
lending,disbursal_intermediate2,approved_processing_fee_amt,numeric,,YES,
lending,disbursal_intermediate2,processing_fee_type,USER-DEFINED,,YES,
lending,disbursal_intermediate2,finance_commission_amt,numeric,,YES,
lending,disbursal_intermediate2,tranaction_fee_amt_usd,numeric,,YES,
lending,disbursal_intermediate2,misc_fees_commission_amt,numeric,,YES,
lending,disbursal_intermediate2,discount_rate_type,text,,YES,
lending,disbursal_intermediate2,per_month_discount_rate,numeric,,YES,
lending,disbursal_intermediate2,disbursal_change_finance_commission_amount,numeric,,YES,
lending,disbursal_intermediate2,actual_finance_tenure,integer,,YES,
lending,disbursal_intermediate2,actual_discount_fee_amt,numeric,,YES,
lending,disbursal_intermediate2,actual_processing_fee_amt,numeric,,YES,
lending,disbursal_intermediate2,actual_overdue_fee,numeric,,YES,
lending,disbursal_intermediate2,amount_settled_till_now,numeric,,YES,
lending,disbursal_intermediate2,principal_settled_till_now,numeric,,YES,
lending,disbursal_intermediate2,interest_settled_till_now,numeric,,YES,
lending,disbursal_intermediate2,overdue_settled_till_now,numeric,,YES,
lending,disbursal_intermediate2,transaction_fee_settled_till_now,numeric,,YES,
lending,disbursal_intermediate2,short_balance_settled_till_now,numeric,,YES,
lending,disbursal_intermediate2,extra_balance_used_till_now,numeric,,YES,
lending,disbursal_intermediate2,approval_date,timestamp with time zone,,YES,
lending,disbursal_intermediate2,settlement_date_from_log,timestamp with time zone,,YES,
lending,disbursal_intermediate2,updated_approved_due_date,timestamp with time zone,,YES,
lending,disbursal_intermediate2,disbursement_currency,text,,YES,
lending,disbursal_intermediate2,final_settlement_dpwfs_finance_commission,numeric,,YES,
lending,disbursal_intermediate2,final_settlement_dpwfs_miscellaneous_fees_commission,numeric,,YES,
lending,disbursal_intermediate2,final_finance_tenure,integer,,YES,
lending,disbursal_intermediate2,final_discount_fee_amt,numeric,,YES,
lending,disbursal_intermediate2,final_processing_fee_amt,numeric,,YES,
lending,disbursal_intermediate2,fi_reveue,numeric,,YES,
lending,disbursal_intermediate2,dpw_finance_commission_amt,numeric,,YES,
lending,disbursal_intermediate2,dpw_misc_commission,numeric,,YES,
lending,disbursal_intermediate2,dpw_transaction_commission,numeric,,YES,
lending,disbursal_intermediate2,weighted_average_discount,numeric,,YES,
lending,disbursal_intermediate2,weighted_average_processingfee,numeric,,YES,
lending,disbursal_intermediate2,roa_numerator,numeric,,YES,
lending,disbursal_intermediate2,roa_denominator,numeric,,YES,
lending,disbursal_intermediate2,disbursal_status_proper,text,,YES,
lending,disbursal_intermediate2,cancelled_flag,integer,,YES,
lending,disbursal_intermediate2,open_flag,integer,,YES,
lending,disbursal_intermediate2,disbursed_flag,integer,,YES,
lending,disbursal_intermediate2,account_settle_flag,integer,,YES,
lending,disbursal_intermediate2,disbursed_notsettle_flag,integer,,YES,
lending,disbursal_intermediate2,cancelled_amount,numeric,,YES,
lending,disbursal_intermediate2,open_amount,numeric,,YES,
lending,disbursal_intermediate2,not_settle_amount,numeric,,YES,
lending,disbursal_ss,transaction_id,integer,,YES,
lending,disbursal_ss,transaction_currency,text,,YES,
lending,disbursal_ss,other_charges_type,text,,YES,
lending,disbursal_ss,other_charges_amount,integer,,YES,
lending,disbursal_ss,dpwfs_miscellaneous_fees_commission,numeric,,YES,
lending,disbursal_ss,dpwfs_finance_commission,numeric,,YES,
lending,disbursal_ss,disbursal_date,date,,YES,
lending,disbursal_ss,settlement_transaction_amount,numeric,,YES,
lending,disbursal_ss,settlement_dpwfs_miscellaneous_fees_commission,numeric,,YES,
lending,disbursal_ss,settlement_dpwfs_finance_commission,numeric,,YES,
lending,disbursal_ss,settlement_date,timestamp with time zone,,YES,
lending,disbursal_ss,disbursed_amount,numeric,,YES,
lending,disbursal_ss,invoice_amount,numeric,,YES,
lending,disbursal_ss,requested_amount,numeric,,YES,
lending,disbursal_ss,credit_disbursal_application_id,integer,,YES,
lending,disbursal_ss,credit_limit_id,integer,,YES,
lending,disbursal_ss,state,text,,YES,
lending,disbursal_ss,modified_date,date,,YES,
lending,disbursal_ss,disbursal_application_date,date,,YES,
lending,disbursal_ss,logistics_finance_type,text,,YES,
lending,disbursal_ss,finance_product_type,text,,YES,
lending,disbursal_ss,counter_party_id,integer,,YES,
lending,disbursal_ss,dpw_processing_fee,numeric,,YES,
lending,disbursal_ss,processing_fee,numeric,,YES,
lending,disbursal_ss,sanction_amt_percentage,numeric,,YES,
lending,disbursal_ss,requested_finance_tenure,integer,,YES,
lending,disbursal_ss,approved_finance_tenure,integer,,YES,
lending,disbursal_ss,requested_sanction_amt_percentage,numeric,,YES,
lending,disbursal_ss,requested_discount_fee_amt,numeric,,YES,
lending,disbursal_ss,approved_discount_fee_amt,numeric,,YES,
lending,disbursal_ss,requested_processing_fee_amt,numeric,,YES,
lending,disbursal_ss,approved_processing_fee_amt,numeric,,YES,
lending,disbursal_ss,processing_fee_type,USER-DEFINED,,YES,
lending,disbursal_ss,finance_commission_amt,numeric,,YES,
lending,disbursal_ss,tranaction_fee_amt_usd,numeric,,YES,
lending,disbursal_ss,misc_fees_commission_amt,numeric,,YES,
lending,disbursal_ss,discount_rate_type,text,,YES,
lending,disbursal_ss,per_month_discount_rate,numeric,,YES,
lending,disbursal_ss,disbursal_change_finance_commission_amount,numeric,,YES,
lending,disbursal_ss,actual_finance_tenure,integer,,YES,
lending,disbursal_ss,actual_discount_fee_amt,numeric,,YES,
lending,disbursal_ss,actual_processing_fee_amt,numeric,,YES,
lending,disbursal_ss,actual_overdue_fee,numeric,,YES,
lending,disbursal_ss,amount_settled_till_now,numeric,,YES,
lending,disbursal_ss,principal_settled_till_now,numeric,,YES,
lending,disbursal_ss,interest_settled_till_now,numeric,,YES,
lending,disbursal_ss,overdue_settled_till_now,numeric,,YES,
lending,disbursal_ss,transaction_fee_settled_till_now,numeric,,YES,
lending,disbursal_ss,short_balance_settled_till_now,numeric,,YES,
lending,disbursal_ss,extra_balance_used_till_now,numeric,,YES,
lending,disbursal_ss,approval_date,timestamp with time zone,,YES,
lending,disbursal_ss,settlement_date_from_log,timestamp with time zone,,YES,
lending,disbursal_ss,updated_approved_due_date,timestamp with time zone,,YES,
lending,disbursal_ss,disbursement_currency,text,,YES,
lending,disbursal_ss,final_settlement_dpwfs_finance_commission,numeric,,YES,
lending,disbursal_ss,final_settlement_dpwfs_miscellaneous_fees_commission,numeric,,YES,
lending,disbursal_ss,final_finance_tenure,integer,,YES,
lending,disbursal_ss,final_discount_fee_amt,numeric,,YES,
lending,disbursal_ss,final_processing_fee_amt,numeric,,YES,
lending,disbursal_ss,fi_reveue,numeric,,YES,
lending,disbursal_ss,dpw_finance_commission_amt,numeric,,YES,
lending,disbursal_ss,dpw_misc_commission,numeric,,YES,
lending,disbursal_ss,dpw_transaction_commission,numeric,,YES,
lending,disbursal_ss,weighted_average_discount,numeric,,YES,
lending,disbursal_ss,weighted_average_processingfee,numeric,,YES,
lending,disbursal_ss,roa_numerator,numeric,,YES,
lending,disbursal_ss,roa_denominator,numeric,,YES,
lending,disbursal_ss,disbursal_status_proper,text,,YES,
lending,disbursal_ss,cancelled_flag,integer,,YES,
lending,disbursal_ss,open_flag,integer,,YES,
lending,disbursal_ss,disbursed_flag,integer,,YES,
lending,disbursal_ss,account_settle_flag,integer,,YES,
lending,disbursal_ss,disbursed_notsettle_flag,integer,,YES,
lending,disbursal_ss,cancelled_amount,numeric,,YES,
lending,disbursal_ss,open_amount,numeric,,YES,
lending,disbursal_ss,not_settle_amount,numeric,,YES,
lending,disbursal_view_in_report,Group ID / Facility ID,integer,,YES,
lending,disbursal_view_in_report,Client ID,integer,,YES,
lending,disbursal_view_in_report,Borrower Name,text,,YES,
lending,disbursal_view_in_report,Borrower Country,text,,YES,
lending,disbursal_view_in_report,Counter Party Name,text,,YES,
lending,disbursal_view_in_report,Counter Party Country,text,,YES,
lending,disbursal_view_in_report,Invoice/Disbursement Number,integer,,YES,
lending,disbursal_view_in_report,Disbursement date,date,,YES,
lending,disbursal_view_in_report,Currency,text,,YES,
lending,disbursal_view_in_report,Facility Type,text,,YES,
lending,disbursal_view_in_report,Payment Terms/TENOR,numeric,,YES,
lending,disbursal_view_in_report,Invoice/ Disbursement Amount,double precision,,YES,
lending,disbursal_view_in_report,Request Amount,double precision,,YES,
lending,disbursal_view_in_report,Due Date (in line with payment terms),date,,YES,
lending,disbursal_view_in_report,Amount Received,double precision,,YES,
lending,disbursal_view_in_report,Received date,date,,YES,
lending,disbursal_view_in_report,Outstanding,double precision,,YES,
lending,disbursal_view_in_report,status,text,,YES,
lending,disbursal_view_in_report,RM Sales Agent,text,,YES,
lending,disbursal_view_in_report,Booking Country,text,,YES,
lending,disbursal_view_in_report,Booking Region,text,,YES,
lending,disbursal_view_in_report,exchange_rate_as_of_disbursal_date,numeric,,YES,
lending,disbursal_view_in_report,exchange_rate_as_of_latest_transaction_date,numeric,,YES,
lending,disbursal_view_in_report,exchange_rate_as_of_today,numeric,,YES,
lending,disbursals_in_pipeline,client_id,integer,,YES,
lending,disbursals_in_pipeline,disbursal_amount_in_pipeline,numeric,,YES,
lending,document_owner,document_id,integer,,NO,
lending,document_owner,owner_id,integer,,NO,
lending,document_owner,owner_type,text,,NO,
lending,document_owner,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
lending,document_owner,updated_at,timestamp with time zone,,YES,
lending,document_owner,deleted_at,timestamp with time zone,,YES,
lending,documents,id,integer,,NO,nextval('lending.documents_id_seq'::regclass)
lending,documents,document_name,text,,NO,
lending,documents,document_type,text,,NO,
lending,documents,document_location,text,,NO,
lending,documents,owner_id,integer,,YES,
lending,documents,owner_type,text,,YES,
lending,documents,uploaded_by,text,,NO,
lending,documents,document_upload_id,text,,NO,'fgvh16l2iwiy73'::text
lending,documents,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
lending,documents,updated_at,timestamp with time zone,,YES,
lending,documents,deleted_at,timestamp with time zone,,YES,
lending,documents,enable_docusign,boolean,,YES,
lending,documents,is_file_publish_to_arranging,boolean,,NO,false
lending,documents,source_reference_id,integer,,YES,
lending,documents_accessibility,document_id,integer,,NO,
lending,documents_accessibility,accessible_org_id,integer,,NO,
lending,documents_accessibility,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
lending,documents_accessibility,updated_at,timestamp with time zone,,YES,
lending,documents_accessibility,deleted_at,timestamp with time zone,,YES,
lending,email_notifications,id,bigint,,NO,nextval('lending.email_notifications_id_seq'::regclass)
lending,email_notifications,email_id,text,,NO,
lending,email_notifications,user_id,text,,YES,
lending,email_notifications,organisation_id,integer,,YES,
lending,email_notifications,owner_id,text,,YES,
lending,email_notifications,owner_type,text,,YES,
lending,email_notifications,message,text,,NO,
lending,email_notifications,subject,text,,NO,
lending,email_notifications,email_type,text,,YES,
lending,email_notifications,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
lending,email_notifications,updated_at,timestamp with time zone,,YES,
lending,email_notifications,deleted_at,timestamp with time zone,,YES,
lending,exchange_rate_view,base_currency,text,,YES,
lending,exchange_rate_view,to_currency,text,,YES,
lending,exchange_rate_view,exchange_rate,numeric,,YES,
lending,exchange_rate_view,source,text,,YES,
lending,exchange_rate_view,start_timestamp,timestamp without time zone,,YES,
lending,exchange_rate_view,end_timestamp,timestamp without time zone,,YES,
lending,exchange_rate_view,updated_at,timestamp without time zone,,YES,
lending,exchange_rate_view,last_updated,timestamp without time zone,,YES,
lending,exposure_terms_details,id,integer,,NO,nextval('lending.exposure_terms_details_id_seq'::regclass)
lending,exposure_terms_details,name,text,,YES,
lending,exposure_terms_details,purpose,text,,YES,
lending,exposure_terms_details,limit,numeric,,YES,
lending,exposure_terms_details,currency,text,,YES,
lending,exposure_terms_details,status,text,,YES,
lending,exposure_terms_details,active_user,text,,YES,
lending,exposure_terms_details,active_workflow,text,,YES,
lending,exposure_terms_details,parameter_values,json,,YES,
lending,exposure_terms_details,dashboard_parameter_values,json,,YES,
lending,exposure_terms_details,approved_id,integer,,YES,
lending,exposure_terms_details,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
lending,exposure_terms_details,updated_at,timestamp with time zone,,YES,
lending,exposure_terms_details,deleted_at,timestamp with time zone,,YES,
lending,financial_assessment,id,integer,,NO,nextval('lending.financial_assessment_id_seq'::regclass)
lending,financial_assessment,organisation_id,integer,,YES,
lending,financial_assessment,name,text,,NO,
lending,financial_assessment,organisation_name,text,,NO,
lending,financial_assessment,status,text,,NO,
lending,financial_assessment,active_user,text,,YES,
lending,financial_assessment,active_workflow,text,,YES,
lending,financial_assessment,created_by,text,,NO,
lending,financial_assessment,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
lending,financial_assessment,updated_at,timestamp with time zone,,YES,
lending,financial_assessment,deleted_at,timestamp with time zone,,YES,
lending,financial_assessment_metrics,id,integer,,NO,nextval('lending.financial_assessment_metrics_id_seq'::regclass)
lending,financial_assessment_metrics,period_id,integer,,NO,
lending,financial_assessment_metrics,statement_type,text,,NO,
lending,financial_assessment_metrics,category_type,text,,NO,
lending,financial_assessment_metrics,category_subtype,text,,NO,
lending,financial_assessment_metrics,item_field_code,text,,NO,
lending,financial_assessment_metrics,value,numeric,,NO,
lending,financial_assessment_metrics,percentage,numeric,,YES,
lending,financial_assessment_metrics,usd_convertade_value,numeric,,NO,
lending,financial_assessment_metrics,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
lending,financial_assessment_metrics,updated_at,timestamp with time zone,,YES,
lending,financial_assessment_metrics,deleted_at,timestamp with time zone,,YES,
lending,financial_assessment_metrics,formula,text,,YES,
lending,financial_assessment_period_mapping,id,integer,,NO,nextval('lending.financial_assessment_period_mapping_id_seq'::regclass)
lending,financial_assessment_period_mapping,financial_assessment_id,integer,,NO,
lending,financial_assessment_period_mapping,start_date,timestamp with time zone,,NO,
lending,financial_assessment_period_mapping,end_date,timestamp with time zone,,NO,
lending,financial_assessment_period_mapping,base_currency,text,,NO,
lending,financial_assessment_period_mapping,balance_sheet_conversion_rate,numeric,,YES,
lending,financial_assessment_period_mapping,income_statement_conversion_rate,numeric,,YES,
lending,financial_assessment_period_mapping,auditor_name,text,,NO,
lending,financial_assessment_period_mapping,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
lending,financial_assessment_period_mapping,updated_at,timestamp with time zone,,YES,
lending,financial_assessment_period_mapping,deleted_at,timestamp with time zone,,YES,
lending,financial_assessment_period_mapping,type,text,,YES,
lending,group_client_mapping_ss,client_name,text,,YES,
lending,group_client_mapping_ss,client_id,integer,,YES,
lending,group_client_mapping_ss,credit_limit_id,integer,,YES,
lending,group_client_mapping_ss,group_name,text,,YES,
lending,group_client_mapping_ss,group_id,integer,,YES,
lending,group_client_mapping_ss,group_limit,numeric,,YES,
lending,group_entity_details,id,integer,,NO,nextval('lending.group_entity_details_id_seq'::regclass)
lending,group_entity_details,name,character varying,255,NO,
lending,group_entity_details,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
lending,group_entity_details,updated_at,timestamp with time zone,,YES,
lending,group_entity_details,deleted_at,timestamp with time zone,,YES,
lending,group_final_limits,group_id_final,integer,,YES,
lending,group_final_limits,facility_approved_amt,numeric,,YES,
lending,group_final_limits,bcc_review_date,date,,YES,
lending,group_final_limits,agreement_expiry_date_final,date,,YES,
lending,group_level_exposure_view,group_id,integer,,YES,
lending,group_level_exposure_view,name,text,,YES,
lending,group_level_exposure_view,group_limit,numeric,,YES,
lending,group_level_exposure_view,facility_id_cleaned,text,,YES,
lending,history,id,integer,,NO,nextval('lending.history_id_seq'::regclass)
lending,history,guid,uuid,,NO,uuid_generate_v4()
lending,history,actor,text,,NO,
lending,history,action,text,,NO,
lending,history,category,text,,NO,
lending,history,category_id,integer,,NO,
lending,history,data,text,,YES,
lending,history,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
lending,history,updated_at,timestamp with time zone,,YES,
lending,history,deleted_at,timestamp with time zone,,YES,
lending,history,payload,text,,YES,
lending,history_accessibility,id,integer,,NO,nextval('lending.history_accessibility_id_seq'::regclass)
lending,history_accessibility,history_guid,uuid,,NO,
lending,history_accessibility,accessible_org_id,integer,,NO,
lending,history_accessibility,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
lending,history_accessibility,updated_at,timestamp with time zone,,YES,
lending,history_accessibility,deleted_at,timestamp with time zone,,YES,
lending,intr_settlement_calc,credit_disbursal_application_id,integer,,YES,
lending,intr_settlement_calc,interest_accrued_till_date_incl_overdue_intr,numeric,,YES,
lending,intr_settlement_calc,principal_overdue,numeric,,YES,
lending,intr_settlement_calc,interest_overdue,numeric,,YES,
lending,loan_document_placeholder_mapping,key,text,,NO,
lending,loan_document_placeholder_mapping,value,text,,YES,
lending,loan_document_placeholder_mapping,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
lending,loan_document_placeholder_mapping,updated_at,timestamp with time zone,,YES,
lending,loan_document_placeholder_mapping,deleted_at,timestamp with time zone,,YES,
lending,loan_document_placeholder_mapping,display_name,text,,YES,
lending,loan_document_placeholder_mapping,default_value,text,,YES,
lending,loan_document_placeholder_mapping,id,bigint,,NO,nextval('lending.loan_documents_mapping_id_seq'::regclass)
lending,loan_document_placeholder_mapping,prev_value,text,,YES,
lending,loan_document_placeholder_mapping,highlighted,boolean,,YES,
lending,loan_document_placeholder_mapping,updated_by,text,,YES,
lending,loan_documents_product_info,document_id,integer,,NO,
lending,loan_documents_product_info,template_name,text,,NO,
lending,loan_documents_product_info,document_status,text,,NO,
lending,loan_documents_product_info,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
lending,loan_documents_product_info,updated_at,timestamp with time zone,,YES,
lending,loan_documents_product_info,deleted_at,timestamp with time zone,,YES,
lending,loan_documents_product_info,supported_countries,ARRAY,,YES,
lending,loan_documents_product_info,id,integer,,NO,nextval('lending.loan_documents_product_info_id_seq'::regclass)
lending,loan_documents_product_info,product_type,ARRAY,,YES,
lending,loan_documents_product_info,applicant_id,integer,,YES,
lending,loan_documents_template_versioning,id,integer,,NO,nextval('lending.loan_documents_template_versioning_id_seq'::regclass)
lending,loan_documents_template_versioning,document_id,integer,,NO,
lending,loan_documents_template_versioning,template_id,integer,,NO,
lending,loan_documents_template_versioning,version,integer,,NO,
lending,loan_documents_template_versioning,template_name,text,,NO,
lending,loan_documents_template_versioning,remark,text,,NO,
lending,loan_documents_template_versioning,updated_by,text,,NO,
lending,loan_documents_template_versioning,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
lending,loan_documents_template_versioning,updated_at,timestamp with time zone,,YES,
lending,loan_documents_template_versioning,deleted_at,timestamp with time zone,,YES,
lending,mrpa_counterparty_mapping,credit_facility_id_mrpa,integer,,YES,
lending,mrpa_counterparty_mapping,client_id_mrpa,integer,,YES,
lending,mrpa_counterparty_mapping,counter_party_id,integer,,YES,
lending,mrpa_counterparty_mapping,counter_party_type,text,,YES,
lending,mrpa_counterparty_mapping,counterparty_name_mrpa,text,,YES,
lending,mrpa_counterparty_mapping,borrower_country_code_mrpa,text,,YES,
lending,mrpa_counterparty_mapping,country_name_mrpa,text,,YES,
lending,notifications,id,bigint,,NO,nextval('lending.notifications_id_seq'::regclass)
lending,notifications,user_id,text,,NO,
lending,notifications,organisation_id,integer,,NO,
lending,notifications,message,text,,NO,
lending,notifications,has_seen,boolean,,YES,false
lending,notifications,actionable,boolean,,YES,false
lending,notifications,owner_id,text,,NO,
lending,notifications,owner_type,text,,NO,
lending,notifications,notification_type,text,,NO,
lending,notifications,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
lending,notifications,updated_at,timestamp with time zone,,YES,
lending,notifications,deleted_at,timestamp with time zone,,YES,
lending,notifications,notification_info,json,,YES,'{}'::json
lending,organisation_banks,id,integer,,NO,nextval('lending.organisation_banks_id_seq'::regclass)
lending,organisation_banks,organisation_id,integer,,NO,
lending,organisation_banks,bank_id,integer,,NO,'-1'::integer
lending,organisation_banks,account_number,text,,NO,
lending,organisation_banks,bank_name,text,,NO,
lending,organisation_banks,bank_branch_code,text,,YES,
lending,organisation_banks,is_preferred,boolean,,YES,
lending,organisation_banks,organisation_name,text,,YES,
lending,organisation_banks,applicant_org_id,integer,,YES,
lending,organisation_banks,bank_branch_address,text,,YES,
lending,organisation_banks,swift_code,text,,YES,
lending,organisation_banks,beneficiary_address_id,integer,,YES,
lending,organisation_banks,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
lending,organisation_banks,updated_at,timestamp with time zone,,YES,
lending,organisation_banks,deleted_at,timestamp with time zone,,YES,
lending,organisations,id,integer,,NO,nextval('lending.organisations_id_seq'::regclass)
lending,organisations,arranging_organisation_id,integer,,NO,
lending,organisations,source_platform,USER-DEFINED,,NO,
lending,organisations,full_name,text,,NO,
lending,organisations,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
lending,organisations,updated_at,timestamp with time zone,,YES,
lending,organisations,deleted_at,timestamp with time zone,,YES,
lending,prefin_for_view1,group_id_final,integer,,YES,
lending,prefin_for_view1,group_name_final,text,,YES,
lending,prefin_for_view1,client_id,integer,,YES,
lending,prefin_for_view1,transaction_currency,text,,YES,
lending,prefin_for_view1,country_name,text,,YES,
lending,prefin_for_view1,group_facility_limit,numeric,,YES,
lending,prefin_for_view1,bcc_review_date,date,,YES,
lending,prefin_for_view1,agreement_expiry_date_final,date,,YES,
lending,prefin_for_view1,agent_name,text,,YES,
lending,prefin_for_view1,booking_country,character varying,255,YES,
lending,prefin_for_view1,booking_region,character varying,255,YES,
lending,prefin_for_view1,credit_disbursal_application_id,integer,,YES,
lending,prefin_for_view1,next_30_days_due_flag,integer,,YES,
lending,prefin_for_view1,disbursed_amount,double precision,,YES,
lending,prefin_for_view1,principal_settled_till_now,double precision,,YES,
lending,prefin_for_view1,outstanding_principle,double precision,,YES,
lending,prefin_for_view1,interest_accrued_till_date_incl_overdue_intr,numeric,,YES,
lending,prefin_for_view1,interest_settled_till_now,double precision,,YES,
lending,prefin_for_view1,interest_outstanding,double precision,,YES,
lending,prefin_for_view1,interest_overdue,numeric,,YES,
lending,prefin_for_view1,principal_overdue,numeric,,YES,
lending,prefin_for_view1,overdue_settled_till_now,double precision,,YES,
lending,prefin_for_view1,exchange_rate_as_of_today,numeric,,YES,
lending,prefin_for_view1,exchange_rate_as_of_today_of_cf,numeric,,YES,
lending,product_configuration,id,integer,,NO,nextval('lending.product_configuration_id_seq'::regclass)
lending,product_configuration,product_category,text,,NO,
lending,product_configuration,product_type,text,,NO,
