"table_schema","table_name","column_name","data_type","character_maximum_length","is_nullable","column_default"
buysell_application_management,application,id,bigint,,NO,nextval('buysell_application_management.application_id_seq'::regclass)
buysell_application_management,application,aps_id,bigint,,NO,
buysell_application_management,application,buyer_id,bigint,,NO,
buysell_application_management,application,seller_id,bigint,,NO,
buysell_application_management,application,currency,character varying,5,NO,
buysell_application_management,application,buyer_bank_id,bigint,,YES,
buysell_application_management,application,seller_bank_id,bigint,,YES,
buysell_application_management,application,charge_batch_id,character varying,255,YES,
buysell_application_management,application,buy_sell_mode,character varying,50,YES,
buysell_application_management,application,payment_due_date,timestamp without time zone,,YES,
buysell_application_management,application,single_party_mode,boolean,,YES,
buysell_application_management,application,status,character varying,50,YES,
buysell_application_management,application,active_workflow,character varying,255,YES,
buysell_application_management,application,active_user,character varying,255,YES,
buysell_application_management,application,created_by,character varying,255,NO,
buysell_application_management,application,latest_approval_by,character varying,255,YES,
buysell_application_management,application,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
buysell_application_management,application,updated_at,timestamp with time zone,,YES,
buysell_application_management,application,deleted_at,timestamp with time zone,,YES,
buysell_application_management,application_amount,id,bigint,,NO,nextval('buysell_application_management.application_amount_id_seq'::regclass)
buysell_application_management,application_amount,application_id,bigint,,NO,
buysell_application_management,application_amount,purchase_invoiced_amount,numeric,,YES,
buysell_application_management,application_amount,sale_invoiced_amount,numeric,,YES,
buysell_application_management,application_amount,markup,numeric,,YES,
buysell_application_management,application_amount,custom_markup_applicable,boolean,,YES,
buysell_application_management,application_amount,margin,numeric,,YES,
buysell_application_management,application_amount,max_advance_rate,numeric,,YES,
buysell_application_management,application_amount,tentative_handling_charge,numeric,,YES,
buysell_application_management,application_amount,actual_handling_charge,numeric,,YES,
buysell_application_management,application_amount,tenure_days,bigint,,YES,
buysell_application_management,application_amount,amount_paid_to_seller,numeric,,YES,
buysell_application_management,application_amount,amount_due_from_buyer,numeric,,YES,
buysell_application_management,application_amount,amount_received_from_buyer,numeric,,YES,
buysell_application_management,application_amount,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
buysell_application_management,application_amount,updated_at,timestamp with time zone,,YES,
buysell_application_management,application_amount,deleted_at,timestamp with time zone,,YES,
buysell_application_management,application_amount,additional_charges,numeric,,YES,
buysell_application_management,application_amount,short_amount,numeric,,YES,
buysell_application_management,application_invoices,id,bigint,,NO,nextval('buysell_application_management.application_invoices_id_seq'::regclass)
buysell_application_management,application_invoices,application_id,bigint,,NO,
buysell_application_management,application_invoices,invoice_type,USER-DEFINED,,NO,
buysell_application_management,application_invoices,invoice_number,character varying,100,NO,
buysell_application_management,application_invoices,invoice_date,date,,NO,
buysell_application_management,application_invoices,invoice_due_date,date,,YES,
buysell_application_management,application_invoices,tax_rate,numeric,,YES,
buysell_application_management,application_invoices,tax_amount,numeric,,YES,
buysell_application_management,application_invoices,amount,numeric,,NO,
buysell_application_management,application_invoices,doc_id,bigint,,YES,
buysell_application_management,application_invoices,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
buysell_application_management,application_invoices,updated_at,timestamp with time zone,,YES,
buysell_application_management,application_invoices,deleted_at,timestamp with time zone,,YES,
buysell_application_management,transaction_details,id,bigint,,NO,nextval('buysell_application_management.transaction_details_id_seq'::regclass)
buysell_application_management,transaction_details,application_id,bigint,,NO,
buysell_application_management,transaction_details,transaction_type,USER-DEFINED,,YES,
buysell_application_management,transaction_details,transaction_ref_number,character varying,100,YES,
buysell_application_management,transaction_details,transaction_amount,numeric,,YES,
buysell_application_management,transaction_details,transaction_date,timestamp without time zone,,YES,
buysell_application_management,transaction_details,spot_rate,numeric,,YES,
buysell_application_management,transaction_details,spot_amount,numeric,,YES,
buysell_application_management,transaction_details,status,character varying,50,YES,
buysell_application_management,transaction_details,active_workflow,character varying,255,YES,
buysell_application_management,transaction_details,active_user,character varying,255,YES,
buysell_application_management,transaction_details,created_by,character varying,255,YES,
buysell_application_management,transaction_details,approved_by,character varying,255,YES,
buysell_application_management,transaction_details,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
buysell_application_management,transaction_details,updated_at,timestamp with time zone,,YES,
buysell_application_management,transaction_details,deleted_at,timestamp with time zone,,YES,
buysell_application_management,transaction_details,short_amount,numeric,,YES,
buysell_application_management,transaction_distribution,id,bigint,,NO,nextval('buysell_application_management.transaction_distribution_id_seq'::regclass)
buysell_application_management,transaction_distribution,transaction_id,bigint,,NO,
buysell_application_management,transaction_distribution,principal_amount,numeric,,YES,
buysell_application_management,transaction_distribution,tax_amount,numeric,,YES,
buysell_application_management,transaction_distribution,markup_amount,numeric,,YES,
buysell_application_management,transaction_distribution,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
buysell_application_management,transaction_distribution,updated_at,timestamp with time zone,,YES,
buysell_application_management,transaction_distribution,deleted_at,timestamp with time zone,,YES,
buysell_aps_management,aps,id,bigint,,NO,nextval('buysell_aps_management.aps_id_seq'::regclass)
buysell_aps_management,aps,name,character varying,255,NO,
buysell_aps_management,aps,currency,character varying,5,NO,
buysell_aps_management,aps,aps_mode,json,,NO,"'[""BUYSELL""]'::json"
buysell_aps_management,aps,max_advance_rate,numeric,,YES,
buysell_aps_management,aps,requested_date,timestamp with time zone,,YES,
buysell_aps_management,aps,aps_expiry_date,timestamp with time zone,,YES,
buysell_aps_management,aps,max_financing_tenure,character varying,255,YES,
buysell_aps_management,aps,single_party_mode,boolean,,YES,false
buysell_aps_management,aps,commodities,json,,YES,
buysell_aps_management,aps,other_commodities,json,,YES,
buysell_aps_management,aps,status,character varying,50,YES,
buysell_aps_management,aps,active_workflow,character varying,100,YES,
buysell_aps_management,aps,active_user,character varying,255,YES,
buysell_aps_management,aps,request_id,bigint,,YES,
buysell_aps_management,aps,multi_currency_details,json,,YES,
buysell_aps_management,aps,charge_batch_id,character varying,255,YES,
buysell_aps_management,aps,created_by,character varying,255,NO,
buysell_aps_management,aps,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
buysell_aps_management,aps,updated_at,timestamp with time zone,,YES,
buysell_aps_management,aps,deleted_at,timestamp with time zone,,YES,
buysell_aps_management,aps_associate_bank_request,id,bigint,,NO,nextval('buysell_aps_management.aps_associate_bank_request_id_seq'::regclass)
buysell_aps_management,aps_associate_bank_request,associate_request_id,bigint,,NO,
buysell_aps_management,aps_associate_bank_request,bank_id,bigint,,NO,
buysell_aps_management,aps_associate_bank_request,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
buysell_aps_management,aps_associate_bank_request,updated_at,timestamp with time zone,,YES,
buysell_aps_management,aps_associate_bank_request,deleted_at,timestamp with time zone,,YES,
buysell_aps_management,aps_associate_banks,id,bigint,,NO,nextval('buysell_aps_management.aps_associate_banks_id_seq'::regclass)
buysell_aps_management,aps_associate_banks,associate_id,bigint,,NO,
buysell_aps_management,aps_associate_banks,bank_id,bigint,,NO,
buysell_aps_management,aps_associate_banks,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
buysell_aps_management,aps_associate_banks,updated_at,timestamp with time zone,,YES,
buysell_aps_management,aps_associate_banks,deleted_at,timestamp with time zone,,YES,
buysell_aps_management,aps_associates,id,bigint,,NO,nextval('buysell_aps_management.aps_associates_id_seq'::regclass)
buysell_aps_management,aps_associates,aps_id,bigint,,YES,
buysell_aps_management,aps_associates,request_id,bigint,,YES,
buysell_aps_management,aps_associates,associate_type,USER-DEFINED,,YES,
buysell_aps_management,aps_associates,associate_org_id,bigint,,YES,
buysell_aps_management,aps_associates,associate_limit,numeric,,YES,
buysell_aps_management,aps_associates,associate_unutilised_limit,numeric,,YES,
buysell_aps_management,aps_associates,status,character varying,20,YES,
buysell_aps_management,aps_associates,associates_bank_ids,json,,YES,
buysell_aps_management,aps_associates,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
buysell_aps_management,aps_associates,updated_at,timestamp with time zone,,YES,
buysell_aps_management,aps_associates,deleted_at,timestamp with time zone,,YES,
buysell_aps_management,aps_associates_request,id,bigint,,NO,nextval('buysell_aps_management.aps_associates_request_id_seq'::regclass)
buysell_aps_management,aps_associates_request,request_id,bigint,,NO,
buysell_aps_management,aps_associates_request,aps_id,bigint,,YES,
buysell_aps_management,aps_associates_request,associate_type,USER-DEFINED,,YES,
buysell_aps_management,aps_associates_request,associate_org_id,bigint,,YES,
buysell_aps_management,aps_associates_request,associate_limit,numeric,,YES,
buysell_aps_management,aps_associates_request,associate_unutilised_limit,numeric,,YES,
buysell_aps_management,aps_associates_request,status,character varying,20,YES,
buysell_aps_management,aps_associates_request,associates_bank_ids,json,,YES,
buysell_aps_management,aps_associates_request,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
buysell_aps_management,aps_associates_request,updated_at,timestamp with time zone,,YES,
buysell_aps_management,aps_associates_request,deleted_at,timestamp with time zone,,YES,
buysell_aps_management,aps_charges,id,bigint,,NO,nextval('buysell_aps_management.aps_charges_id_seq'::regclass)
buysell_aps_management,aps_charges,charge_batch_id,character varying,255,YES,
buysell_aps_management,aps_charges,aps_id,bigint,,YES,
buysell_aps_management,aps_charges,charge_category,character varying,255,YES,
buysell_aps_management,aps_charges,charge_type,character varying,255,YES,
buysell_aps_management,aps_charges,charge_rate,character varying,255,YES,
buysell_aps_management,aps_charges,charge_value,numeric,,YES,
buysell_aps_management,aps_charges,tenure_from,integer,,YES,
buysell_aps_management,aps_charges,tenure_to,integer,,YES,
buysell_aps_management,aps_charges,benchmark,character varying,255,YES,
buysell_aps_management,aps_charges,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
buysell_aps_management,aps_charges,updated_at,timestamp with time zone,,YES,
buysell_aps_management,aps_charges,deleted_at,timestamp with time zone,,YES,
buysell_aps_management,aps_charges_request,id,bigint,,NO,nextval('buysell_aps_management.aps_charges_request_id_seq'::regclass)
buysell_aps_management,aps_charges_request,request_id,bigint,,NO,
buysell_aps_management,aps_charges_request,charge_batch_id,character varying,255,YES,
buysell_aps_management,aps_charges_request,aps_id,bigint,,YES,
buysell_aps_management,aps_charges_request,charge_category,character varying,255,YES,
buysell_aps_management,aps_charges_request,charge_type,character varying,255,YES,
buysell_aps_management,aps_charges_request,charge_rate,character varying,255,YES,
buysell_aps_management,aps_charges_request,charge_value,numeric,,YES,
buysell_aps_management,aps_charges_request,tenure_from,integer,,YES,
buysell_aps_management,aps_charges_request,tenure_to,integer,,YES,
buysell_aps_management,aps_charges_request,benchmark,character varying,255,YES,
buysell_aps_management,aps_charges_request,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
buysell_aps_management,aps_charges_request,updated_at,timestamp with time zone,,YES,
buysell_aps_management,aps_charges_request,deleted_at,timestamp with time zone,,YES,
buysell_aps_management,aps_request,aps_id,bigint,,YES,
buysell_aps_management,aps_request,request_id,bigint,,NO,nextval('buysell_aps_management.aps_request_request_id_seq'::regclass)
buysell_aps_management,aps_request,name,character varying,255,NO,
buysell_aps_management,aps_request,credit_limit,numeric,,YES,
buysell_aps_management,aps_request,unutilised_limit,numeric,,YES,
buysell_aps_management,aps_request,currency,character varying,5,NO,
buysell_aps_management,aps_request,status,character varying,50,YES,
buysell_aps_management,aps_request,active_workflow,character varying,100,YES,
buysell_aps_management,aps_request,active_user,character varying,255,YES,
buysell_aps_management,aps_request,requested_date,timestamp with time zone,,YES,
buysell_aps_management,aps_request,created_by,character varying,255,NO,
buysell_aps_management,aps_request,multi_currency_details,json,,YES,
buysell_aps_management,aps_request,charge_batch_id,character varying,255,YES,
buysell_aps_management,aps_request,aps_expiry_date,timestamp with time zone,,YES,
buysell_aps_management,aps_request,max_financing_tenure,character varying,255,YES,
buysell_aps_management,aps_request,single_party_mode,boolean,,YES,false
buysell_aps_management,aps_request,commodities,json,,YES,
buysell_aps_management,aps_request,other_commodities,json,,YES,
buysell_aps_management,aps_request,aps_mode,json,,YES,"'[""BUYSELL""]'::json"
buysell_aps_management,aps_request,max_advance_rate,numeric,,YES,
buysell_aps_management,aps_request,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
buysell_aps_management,aps_request,updated_at,timestamp with time zone,,YES,
buysell_aps_management,aps_request,deleted_at,timestamp with time zone,,YES,
buysell_common,state_transaction,id,bigint,,NO,nextval('buysell_common.state_transaction_id_seq'::regclass)
buysell_common,state_transaction,owner_type,character varying,50,NO,
buysell_common,state_transaction,owner_id,bigint,,YES,
buysell_common,state_transaction,action_user,character varying,255,YES,
buysell_common,state_transaction,workflow,character varying,255,YES,
buysell_common,state_transaction,notes,text,,YES,
buysell_common,state_transaction,state,character varying,255,YES,
buysell_common,state_transaction,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
buysell_common,state_transaction,updated_at,timestamp with time zone,,YES,
buysell_common,state_transaction,deleted_at,timestamp with time zone,,YES,
commons,product_configuration,id,integer,,NO,nextval('commons.product_configuration_id_seq'::regclass)
commons,product_configuration,product_category,text,,NO,
commons,product_configuration,product_type,text,,NO,
commons,product_configuration,finance_type,text,,NO,
commons,product_configuration,version,integer,,NO,"1"
commons,product_configuration,config_json,jsonb,,NO,
creditfacility,credit_facility_accessibility,credit_facility_id,integer,,NO,
creditfacility,credit_facility_accessibility,organisation_id,integer,,NO,
creditfacility,credit_facility_accessibility,approval_status,USER-DEFINED,,NO,'pending'::creditfacility.approval_status
creditfacility,credit_facility_accessibility,tenant_code,USER-DEFINED,,YES,'DTF'::creditfacility.tenant_code
creditfacility,credit_facility_accessibility,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
creditfacility,credit_facility_accessibility,updated_at,timestamp with time zone,,YES,
creditfacility,credit_facility_accessibility,deleted_at,timestamp with time zone,,YES,
creditfacility,credit_facility_charges_exceptions,id,integer,,NO,nextval('creditfacility.credit_facility_charges_exceptions_id_seq'::regclass)
creditfacility,credit_facility_charges_exceptions,guid,uuid,,YES,uuid_generate_v4()
creditfacility,credit_facility_charges_exceptions,credit_facility_id,integer,,NO,
creditfacility,credit_facility_charges_exceptions,exception_level,text,,NO,
creditfacility,credit_facility_charges_exceptions,credit_limit_amount,numeric,,YES,
creditfacility,credit_facility_charges_exceptions,max_finance_tenure,integer,,YES,
creditfacility,credit_facility_charges_exceptions,max_finance_tenure_from,USER-DEFINED,,YES,'DISBURSAL_DATE'::creditfacility.max_finance_tenure_from
creditfacility,credit_facility_charges_exceptions,days_from_bl_date_for_disbursal,integer,,YES,
creditfacility,credit_facility_charges_exceptions,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
creditfacility,credit_facility_charges_exceptions,updated_at,timestamp with time zone,,YES,
creditfacility,credit_facility_charges_exceptions,deleted_at,timestamp with time zone,,YES,
creditfacility,credit_facility_charges_exceptions,tenant_code,USER-DEFINED,,YES,
creditfacility,credit_facility_charges_exceptions,status,USER-DEFINED,,YES,
creditfacility,credit_facility_charges_exceptions,max_sanctioned_amount_percentage,numeric,,YES,
creditfacility,credit_facility_counter_parties,id,integer,,NO,nextval('creditfacility.credit_facility_counter_parties_id_seq'::regclass)
creditfacility,credit_facility_counter_parties,credit_facility_id,integer,,NO,
creditfacility,credit_facility_counter_parties,counter_party_id,integer,,NO,
creditfacility,credit_facility_counter_parties,product_type,text,,NO,
creditfacility,credit_facility_counter_parties,product_category,text,,NO,
creditfacility,credit_facility_counter_parties,finance_type,text,,NO,
creditfacility,credit_facility_counter_parties,counter_party_status,text,,NO,
creditfacility,credit_facility_counter_parties,counter_party_credit_limit,numeric,,YES,
creditfacility,credit_facility_counter_parties,requested_amount,numeric,,YES,"0"
creditfacility,credit_facility_counter_parties,approved_amount,numeric,,YES,"0"
creditfacility,credit_facility_counter_parties,disbursed_amount,numeric,,YES,"0"
creditfacility,credit_facility_counter_parties,credit_charges_batch_id,text,,YES,
creditfacility,credit_facility_counter_parties,tenant_code,USER-DEFINED,,YES,'DTF'::creditfacility.tenant_code
creditfacility,credit_facility_counter_parties,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
creditfacility,credit_facility_counter_parties,updated_at,timestamp with time zone,,YES,
creditfacility,credit_facility_counter_parties,deleted_at,timestamp with time zone,,YES,
creditfacility,credit_facility_counter_parties,update_request_id,integer,,YES,
creditfacility,credit_facility_counter_parties,payment_terms,text,,YES,
creditfacility,credit_facility_counter_parties,business_vintage,text,,YES,
creditfacility,credit_facility_counter_parties,percentage_sales_purchases,numeric,,YES,
creditfacility,credit_facility_counter_parties,related_party,boolean,,YES,
creditfacility,credit_facility_counter_parties,commodity,text,,YES,
creditfacility,credit_facility_counter_parties,exception_id,uuid,,YES,
creditfacility,credit_facility_counter_parties,counter_party_usable_limit,numeric,,YES,
creditfacility,credit_facility_counter_parties,counter_party_type,text,,YES,
creditfacility,credit_facility_counter_parties,requested_commodities,ARRAY,,YES,
creditfacility,credit_facility_counter_parties,approved_commodities,ARRAY,,YES,
creditfacility,credit_facility_counter_parties,apply_cp_across_group,boolean,,YES,
creditfacility,credit_facility_counter_parties,enforce_limit_across_group,boolean,,YES,
creditfacility,credit_facility_counter_parties,supplier_website,text,,YES,
creditfacility,credit_facility_counter_parties,annual_business_volume,numeric,,YES,
creditfacility,credit_facility_details,id,integer,,NO,nextval('creditfacility.credit_facility_details_id_seq'::regclass)
creditfacility,credit_facility_details,applicant_id,integer,,NO,
creditfacility,credit_facility_details,fi_id,integer,,NO,
creditfacility,credit_facility_details,credit_facility_status,text,,NO,
creditfacility,credit_facility_details,agreement_expiry_date,timestamp with time zone,,YES,
creditfacility,credit_facility_details,requested_products,ARRAY,,YES,
creditfacility,credit_facility_details,approved_products,ARRAY,,YES,
creditfacility,credit_facility_details,requested_finance_types,ARRAY,,YES,
creditfacility,credit_facility_details,approved_finance_types,ARRAY,,YES,
creditfacility,credit_facility_details,applicant_bank_id,integer,,YES,
creditfacility,credit_facility_details,credit_limit_renewal_id,integer,,YES,
creditfacility,credit_facility_details,organisation_account_in_fi,text,,YES,
creditfacility,credit_facility_details,term_sheet_acceptance,text,,YES,
creditfacility,credit_facility_details,counter_party_acceptance_type,USER-DEFINED,,YES,
creditfacility,credit_facility_details,tenant_code,USER-DEFINED,,YES,'DTF'::creditfacility.tenant_code
creditfacility,credit_facility_details,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
creditfacility,credit_facility_details,updated_at,timestamp with time zone,,YES,
creditfacility,credit_facility_details,deleted_at,timestamp with time zone,,YES,
creditfacility,credit_facility_details,is_renewal_request,boolean,,YES,false
creditfacility,credit_facility_details,approved_products_combination,ARRAY,,YES,
creditfacility,credit_facility_details,submitted_at,timestamp with time zone,,YES,
creditfacility,credit_facility_details,approved_at,timestamp with time zone,,YES,
creditfacility,credit_facility_details,restrict_disbursal_RF,boolean,,YES,false
creditfacility,credit_facility_details,restrict_disbursal_ID,boolean,,YES,false
creditfacility,credit_facility_details,restrict_disbursal_TP,boolean,,YES,false
creditfacility,credit_facility_details,update_request_id,integer,,YES,
creditfacility,credit_facility_details,is_draft,boolean,,YES,false
creditfacility,credit_facility_details,requested_products_combination,ARRAY,,YES,
creditfacility,credit_facility_details,is_pending_update_request,boolean,,YES,
creditfacility,credit_facility_details,extended_agreement_expiry_date,timestamp with time zone,,YES,
creditfacility,credit_facility_details,requested_sectors,ARRAY,,YES,
creditfacility,credit_facility_details,approved_sectors,ARRAY,,YES,
creditfacility,credit_facility_details,bcc_review_date,timestamp with time zone,,YES,
creditfacility,credit_facility_details,agreement_sign_date,timestamp with time zone,,YES,
creditfacility,credit_facility_details,restrict_disbursal_info,json,,YES,
creditfacility,credit_facility_details,sponsor_id,integer,,YES,
creditfacility,credit_facility_details,multi_currency_details,json,,YES,
creditfacility,credit_facility_details,allow_cp_sharing,boolean,,YES,
creditfacility,credit_facility_document_mapping,document_id,integer,,NO,
creditfacility,credit_facility_document_mapping,credit_facility_id,integer,,NO,
creditfacility,credit_facility_document_mapping,is_sent_to_bank,boolean,,YES,false
creditfacility,credit_facility_document_mapping,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
creditfacility,credit_facility_document_mapping,updated_at,timestamp with time zone,,YES,
creditfacility,credit_facility_document_mapping,deleted_at,timestamp with time zone,,YES,
creditfacility,credit_facility_document_mapping,tenant_code,USER-DEFINED,,YES,
creditfacility,credit_facility_document_mapping,facility_state_during_upload,text,,YES,
creditfacility,credit_facility_document_mapping,update_request_id,integer,,YES,
creditfacility,credit_facility_document_mapping,is_new_doc,boolean,,NO,false
creditfacility,credit_facility_eligibility_responses,credit_facility_id,integer,,NO,
creditfacility,credit_facility_eligibility_responses,question_id,integer,,NO,
creditfacility,credit_facility_eligibility_responses,responses,ARRAY,,NO,
creditfacility,credit_facility_eligibility_responses,tenant_code,USER-DEFINED,,YES,'DTF'::creditfacility.tenant_code
creditfacility,credit_facility_eligibility_responses,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
creditfacility,credit_facility_eligibility_responses,updated_at,timestamp with time zone,,YES,
creditfacility,credit_facility_eligibility_responses,deleted_at,timestamp with time zone,,YES,
creditfacility,credit_facility_product_details,id,integer,,NO,nextval('creditfacility.credit_facility_product_details_id_seq'::regclass)
creditfacility,credit_facility_product_details,credit_facility_id,integer,,NO,
creditfacility,credit_facility_product_details,product_type,text,,NO,
creditfacility,credit_facility_product_details,product_category,text,,NO,
creditfacility,credit_facility_product_details,finance_type,text,,NO,
creditfacility,credit_facility_product_details,requested_amount,numeric,,NO,'0'::numeric
creditfacility,credit_facility_product_details,approved_amount,numeric,,NO,'0'::numeric
creditfacility,credit_facility_product_details,disbursed_amount,numeric,,NO,'0'::numeric
creditfacility,credit_facility_product_details,exception_id,uuid,,YES,
creditfacility,credit_facility_product_details,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
creditfacility,credit_facility_product_details,updated_at,timestamp with time zone,,YES,
creditfacility,credit_facility_product_details,deleted_at,timestamp with time zone,,YES,
creditfacility,credit_facility_product_details,tenant_code,USER-DEFINED,,YES,
creditfacility,credit_facility_trading_partners,id,integer,,NO,nextval('creditfacility.credit_facility_trading_partners_id_seq'::regclass)
creditfacility,credit_facility_trading_partners,name,text,,NO,
creditfacility,credit_facility_trading_partners,country,text,,NO,
creditfacility,credit_facility_trading_partners,applicant_org_id,integer,,NO,
creditfacility,credit_facility_trading_partners,tenant_code,USER-DEFINED,,YES,'DTF'::creditfacility.tenant_code
creditfacility,credit_facility_trading_partners,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
creditfacility,credit_facility_trading_partners,updated_at,timestamp with time zone,,YES,
creditfacility,credit_facility_trading_partners,deleted_at,timestamp with time zone,,YES,
creditfacility,credit_limit_amounts,credit_facility_id,integer,,NO,
creditfacility,credit_limit_amounts,requested_credit_limit,numeric,,YES,
creditfacility,credit_limit_amounts,requested_currency,text,,YES,
creditfacility,credit_limit_amounts,approved_credit_limit,numeric,,YES,
creditfacility,credit_limit_amounts,approved_currency,text,,YES,
creditfacility,credit_limit_amounts,max_sanctioned_amount_percentage,numeric,,YES,
creditfacility,credit_limit_amounts,minimum_credit_limit_amount,numeric,,YES,
creditfacility,credit_limit_amounts,minimum_credit_period,text,,YES,
creditfacility,credit_limit_amounts,days_from_bl_date_for_disbursal,integer,,YES,
creditfacility,credit_limit_amounts,max_finance_tenure,integer,,YES,
creditfacility,credit_limit_amounts,max_finance_tenure_from,USER-DEFINED,,YES,'DISBURSAL_DATE'::creditfacility.max_finance_tenure_from
creditfacility,credit_limit_amounts,requested_credit_limit_amount,numeric,,YES,"0"
creditfacility,credit_limit_amounts,approved_credit_limit_amount,numeric,,YES,"0"
creditfacility,credit_limit_amounts,disbursed_credit_limit_amount,numeric,,YES,"0"
creditfacility,credit_limit_amounts,credit_charges_batch_id,text,,YES,
creditfacility,credit_limit_amounts,tenant_code,USER-DEFINED,,YES,'DTF'::creditfacility.tenant_code
creditfacility,credit_limit_amounts,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
creditfacility,credit_limit_amounts,updated_at,timestamp with time zone,,YES,
creditfacility,credit_limit_amounts,deleted_at,timestamp with time zone,,YES,
creditfacility,credit_limit_amounts,temporary_enhancement_amount,numeric,,YES,
creditfacility,credit_limit_amounts,temporary_enhancement_expiry_date,timestamp with time zone,,YES,
creditfacility,credit_limit_amounts,previous_credit_charges_batch_id,text,,YES,
creditfacility,credit_limit_charges,id,integer,,NO,nextval('creditfacility.credit_limit_charges_id_seq'::regclass)
creditfacility,credit_limit_charges,guid,uuid,,NO,uuid_generate_v4()
creditfacility,credit_limit_charges,rate_category,USER-DEFINED,,NO,
creditfacility,credit_limit_charges,rate_name,character varying,255,YES,
creditfacility,credit_limit_charges,charge_type,USER-DEFINED,,YES,
creditfacility,credit_limit_charges,rate,numeric,,YES,
creditfacility,credit_limit_charges,start_date,timestamp with time zone,,YES,
creditfacility,credit_limit_charges,end_date,timestamp with time zone,,YES,
creditfacility,credit_limit_charges,start_day,integer,,YES,
creditfacility,credit_limit_charges,end_day,integer,,YES,
creditfacility,credit_limit_charges,credit_limit_request_id,integer,,NO,
creditfacility,credit_limit_charges,discount_rate_type,USER-DEFINED,,YES,
creditfacility,credit_limit_charges,credit_charges_batch_id,text,,YES,
creditfacility,credit_limit_charges,transaction_fees_percentage_type,USER-DEFINED,,YES,'DISBURSEMENT_AMOUNT'::creditfacility.transaction_fees_percentage_type
creditfacility,credit_limit_charges,tenure_discount_rate,USER-DEFINED,,YES,
creditfacility,credit_limit_charges,fixed_floating_rate_type,USER-DEFINED,,YES,
creditfacility,credit_limit_charges,tenure_type,character varying,255,YES,
creditfacility,credit_limit_charges,tenant_code,USER-DEFINED,,YES,
creditfacility,credit_limit_charges,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
creditfacility,credit_limit_charges,updated_at,timestamp with time zone,,YES,
creditfacility,credit_limit_charges,deleted_at,timestamp with time zone,,YES,
creditfacility,credit_limit_charges,charges_level,text,,NO,'CREDIT'::text
creditfacility,credit_limit_charges,benchmark,USER-DEFINED,,YES,
creditfacility,credit_limit_charges,multi_currency_benchmark,boolean,,YES,false
creditfacility,credit_limit_eligibility_data,id,integer,,NO,nextval('creditfacility.credit_limit_eligibility_data_id_seq'::regclass)
creditfacility,credit_limit_eligibility_data,credit_limit_id,integer,,NO,
creditfacility,credit_limit_eligibility_data,eligibility_criteria_type,text,,NO,
creditfacility,credit_limit_eligibility_data,eligibility_criteria_value,text,,YES,
creditfacility,credit_limit_eligibility_data,created_at,timestamp with time zone,,YES,CURRENT_TIMESTAMP
creditfacility,credit_limit_eligibility_data,updated_at,timestamp with time zone,,YES,
creditfacility,credit_limit_eligibility_data,deleted_at,timestamp with time zone,,YES,
creditfacility,credit_limit_state_transactions,id,integer,,NO,nextval('creditfacility.credit_limit_state_transactions_id_seq'::regclass)
creditfacility,credit_limit_state_transactions,credit_limit_id,integer,,NO,
creditfacility,credit_limit_state_transactions,user_id,text,,NO,
creditfacility,credit_limit_state_transactions,state,text,,NO,
creditfacility,credit_limit_state_transactions,notes,text,,YES,
creditfacility,credit_limit_state_transactions,tenant_code,USER-DEFINED,,YES,
creditfacility,credit_limit_state_transactions,created_at,timestamp with time zone,,NO,CURRENT_TIMESTAMP
creditfacility,credit_limit_state_transactions,updated_at,timestamp with time zone,,YES,
creditfacility,credit_limit_state_transactions,deleted_at,timestamp with time zone,,YES,
creditfacility,credit_limit_state_transactions,update_request_id,integer,,YES,
creditfacility,eligibility_qna,id,integer,,NO,nextval('creditfacility.eligibility_qna_id_seq'::regclass)
creditfacility,eligibility_qna,fi_id,text,,NO,
creditfacility,eligibility_qna,text,text,,NO,
creditfacility,eligibility_qna,valid_answer,ARRAY,,YES,
creditfacility,eligibility_qna,optional,boolean,,NO,true
creditfacility,eligibility_qna,is_predefined,boolean,,NO,false
